Time_s,Voltage_V
0.0439,288.61518670834
0.044,298.115859216414
0.0441,300.417400761322
0.0442,295.848835889283
0.0443,306.245333189922
0.0444,303.336950803242
0.0445,317.160498620407
0.0446,311.504648605163
0.0447,321.508096623449
0.0448,312.408831642435
0.0449,318.212966262339
0.045,315.197089636846
0.0451,305.156004778489
0.0452,309.62346646659
0.0453,316.390654827892
0.0454,311.393050501192
0.0455,303.985504124913
0.0456,303.964531802316
0.0457,305.505586913759
0.0458,296.141902404139
0.0459,302.564451367747
0.046,290.85069665958
0.0461,299.293570954865
0.0462,280.923134802215
0.0463,283.31525278949
0.0464,270.676454891097
0.0465,270.62808777336
0.0466,267.277932895614
0.0467,268.305993429355
0.0468,267.138364028628
0.0469,260.139394825242
0.047,253.060530885548
0.0471,255.361637296853
0.0472,251.687100572913
0.0473,244.724417292351
0.0474,243.396556539489
0.0475,238.963980051557
0.0476,228.217738424267
0.0477,233.040616776037
0.0478,221.825489186374
0.0479,217.677359251452
0.048,216.821070729549
0.0481,209.229859854367
0.0482,204.470834256216
0.0483,201.944385376813
0.0484,197.463358810237
0.0485,183.880458217269
0.0486,178.492673634076
0.0487,166.962439216752
0.0488,159.899983183859
0.0489,150.842024456607
0.049,134.744671569764
0.0491,127.703638500347
0.0492,117.177079269526
0.0493,101.856424155798
0.0494,96.6990071778043
0.0495,71.1540406586093
0.0496,56.2203151415212
0.0497,36.5043614757128
0.0498,34.877862584135
0.0499,19.5453699977103
0.05,-0.399464195290617
0.0501,-10.7175772860878
0.0502,-29.4069325704437
0.0503,-43.7998073332287
0.0504,-59.3408904149057
0.0505,-71.9970669379387
0.0506,-87.5414880014406
0.0507,-87.4582082605364
0.0508,-120.004894258158
0.0509,-135.600949979237
0.051,-143.532406937559
0.0511,-154.108752213691
0.0512,-160.920045200133
0.0513,-168.996296131078
0.0514,-177.946950614674
0.0515,-182.163579201732
0.0516,-190.282863869495
0.0517,-195.211452083952
0.0518,-196.238656524342
0.0519,-204.652064445012
0.052,-222.352617140927
0.0521,-232.34172423975
0.0522,-220.601838347108
0.0523,-238.42096856514
0.0524,-232.818763283841
0.0525,-236.722602570812
0.0526,-229.404478000078
0.0527,-244.469462152679
0.0528,-250.229280935203
0.0529,-250.105146393509
0.053,-253.696859919233
0.0531,-258.286738940179
0.0532,-265.470599982844
0.0533,-272.412278631195
0.0534,-268.661682666679
0.0535,-280.960589582915
0.0536,-283.442509420303
0.0537,-275.663226143789
0.0538,-288.416982031058
0.0539,-290.950866462551
0.054,-289.555132548724
0.0541,-299.190255271769
0.0542,-295.960168876371
0.0543,-305.983328068782
0.0544,-302.032415175337
0.0545,-306.43249121252
0.0546,-312.73255656434
0.0547,-317.65658487886
0.0548,-319.749665602174
0.0549,-316.616143491988
0.055,-317.701752543448
0.0551,-317.30917100273
0.0552,-309.616397919458
0.0553,-314.816584057104
0.0554,-305.94908659728
0.0555,-312.237264724712
0.0556,-302.233595856608
0.0557,-306.869250635913
0.0558,-300.224108463675
0.0559,-292.836011125917
0.056,-296.124105568081
0.0561,-292.440610443294
0.0562,-276.305513001598
0.0563,-277.564338071369
0.0564,-280.44160691858
0.0565,-271.001539712988
0.0566,-272.044565976437
0.0567,-262.769886633515
0.0568,-255.348452090261
0.0569,-266.659543330248
0.057,-249.781618833692
0.0571,-243.99435585308
0.0572,-247.455308995755
0.0573,-235.392107331976
0.0574,-239.763380819911
0.0575,-243.085598423313
0.0576,-244.120019235197
0.0577,-230.909810482781
0.0578,-221.543779169046
0.0579,-219.10991299216
0.058,-213.868284666437
0.0581,-213.65280512187
0.0582,-204.409927013774
0.0583,-207.160925657062
0.0584,-196.029644881888
0.0585,-188.964216861579
0.0586,-174.255638373872
0.0587,-168.224747035186
0.0588,-164.529645559194
0.0589,-148.689659512984
0.059,-141.278053902368
0.0591,-129.662950333795
0.0592,-109.850822001359
0.0593,-100.827787218469
0.0594,-86.0579859891125
0.0595,-69.776978431127
0.0596,-59.0043255300759
0.0597,-42.4994853973631
0.0598,-26.9106283053391
0.0599,-9.35691393279499
0.06,2.37930293639281
0.0601,22.271120665196
0.0602,30.4384921074486
0.0603,45.0144109565497
0.0604,68.4122872713862
0.0605,71.6482693184638
0.0606,88.0355254192214
0.0607,105.994219798636
0.0608,114.920612770349
0.0609,133.354121794174
0.061,142.999608912059
0.0611,150.099886376347
0.0612,154.8635060262
0.0613,170.987427227396
0.0614,169.941177017139
0.0615,186.092624758278
0.0616,196.27138890455
0.0617,200.032805499478
0.0618,209.528321841964
0.0619,220.961758460751
0.062,220.555998861347
0.0621,222.031538891313
0.0622,228.319803213976
0.0623,231.37020192459
0.0624,226.578930323591
0.0625,234.817943901503
0.0626,246.663757514844
0.0627,243.905469854838
0.0628,250.60478199937
0.0629,246.251694383294
0.063,255.248467890258
0.0631,261.638424733193
0.0632,255.620122658121
0.0633,268.037274890062
0.0634,269.334968378371
0.0635,269.548569570098
0.0636,278.093921755846
0.0637,272.837783101002
0.0638,275.682582214996
0.0639,284.364641198695
0.064,289.101583090789
0.0641,291.824538607354
0.0642,292.479858489244
0.0643,305.699138659271
0.0644,299.125505895317
0.0645,310.130258383294
0.0646,315.602814532925
0.0647,313.316964405489
0.0648,314.999667895779
0.0649,313.375014145799
0.065,308.097665210143
0.0651,315.046706501956
0.0652,319.338250153896
0.0653,322.019323000124
0.0654,309.516449939004
0.0655,301.442550454828
0.0656,307.928161958952
0.0657,306.139327763199
0.0658,299.972245113356
0.0659,291.945138795597
0.066,304.175907190929
0.0661,278.451640297477
0.0662,283.772605826909
0.0663,275.711177615064
0.0664,275.100946451641
0.0665,275.835500495104
0.0666,270.934424342915
0.0667,262.745636356205
0.0668,266.312715066042
0.0669,261.748934608123
0.067,258.162788601283
0.0671,249.156036348088
0.0672,252.935569414811
0.0673,247.426926314405
0.0674,253.084180756842
0.0675,242.217298195205
0.0676,238.937156107661
0.0677,229.50766928309
0.0678,218.669565667165
0.0679,218.840845420845
0.068,212.147377035407
0.0681,207.947532618543
0.0682,207.905628820805
0.0683,196.183706687641
0.0684,187.753629211298
0.0685,182.823612772158
0.0686,176.049848980848
0.0687,170.200618891977
0.0688,153.988818732158
0.0689,150.228622294116
0.069,138.2191016191
0.0691,132.951381811589
0.0692,113.105716675077
0.0693,100.722491176827
0.0694,82.1930211303409
0.0695,67.270514466324
0.0696,61.458155593012
0.0697,44.006312685282
0.0698,32.8441699645871
0.0699,10.7466502155879
0.07,9.54256165179034
0.0701,-14.5988037304505
0.0702,-25.0902833514095
0.0703,-46.3883590042704
0.0704,-60.7181237077541
0.0705,-70.746568393013
0.0706,-85.2710163628825
0.0707,-106.996159407045
0.0708,-121.835034176832
0.0709,-131.818793413493
0.071,-144.90786782205
0.0711,-148.344181989663
0.0712,-160.80825334542
0.0713,-169.994000404906
0.0714,-183.65909846151
0.0715,-180.972414236654
0.0716,-190.032139330943
0.0717,-199.415709426099
0.0718,-200.024035430725
0.0719,-215.137274528826
0.072,-213.862835152665
0.0721,-218.954745658572
0.0722,-223.365223598548
0.0723,-232.889011484611
0.0724,-231.51834659721
0.0725,-239.474408164633
0.0726,-245.022549143429
0.0727,-250.139731814644
0.0728,-242.503587414704
0.0729,-255.513915818071
0.073,-255.790453399999
0.0731,-264.680225260964
0.0732,-263.913331432421
0.0733,-282.459500709962
0.0734,-275.678980617975
0.0735,-281.378424197204
0.0736,-283.353841538468
0.0737,-283.385641510651
0.0738,-287.949204957712
0.0739,-280.527268892438
0.074,-296.913110284957
0.0741,-298.939861633866
0.0742,-308.95357478859
0.0743,-306.644911529416
0.0744,-313.786307764463
0.0745,-309.427669018236
0.0746,-307.402047313542
0.0747,-311.306831011511
0.0748,-318.037225162577
0.0749,-323.418513892484
0.075,-308.210979839724
0.0751,-305.015585764059
0.0752,-313.931621096989
0.0753,-318.277606358163
0.0754,-305.67862377956
0.0755,-312.542445228023
0.0756,-309.445471312774
0.0757,-299.826111325582
0.0758,-308.033096442441
0.0759,-307.47347001485
0.076,-291.950825692204
0.0761,-288.245567861534
0.0762,-285.846755266588
0.0763,-279.835883610931
0.0764,-272.870384719138
0.0765,-269.394004458033
0.0766,-273.087032322615
0.0767,-262.249451363668
0.0768,-261.561460573283
0.0769,-261.16467782984
0.077,-260.892413133153
0.0771,-248.049340061984
0.0772,-249.460778608626
0.0773,-243.891218249129
0.0774,-244.505055901925
0.0775,-244.652572373897
0.0776,-232.294616064681
0.0777,-229.553470770485
0.0778,-219.116356295406
0.0779,-216.688431306697
0.078,-210.669813722155
0.0781,-214.511760966396
0.0782,-209.811568506375
0.0783,-205.313030871734
0.0784,-189.739291773478
0.0785,-170.924845742108
0.0786,-173.216422629962
0.0787,-172.01926725046
0.0788,-154.568829945376
0.0789,-154.283686482912
0.079,-144.951351671292
0.0791,-122.742242988252
0.0792,-118.061096708111
0.0793,-99.8149549960598
0.0794,-81.0171245295587
0.0795,-72.1912047036412
0.0796,-55.2573125779127
0.0797,-53.2827690307542
0.0798,-27.0177684652818
0.0799,-4.51744596383087
0.08,2.70569706708518
0.0801,7.50557132368399
0.0802,29.3097357117916
0.0803,42.7539318987557
0.0804,61.8207335639144
0.0805,76.2570047728593
0.0806,90.0772629725251
0.0807,99.5759806451995
0.0808,111.175208906976
0.0809,123.381509608699
0.081,142.096705384533
0.0811,139.376994575396
0.0812,157.715482919521
0.0813,169.505837753149
0.0814,173.590427754246
0.0815,187.256387805367
0.0816,191.872596638575
0.0817,194.276090566049
0.0818,205.936753694049
0.0819,209.426462794114
0.082,213.886973379119
0.0821,217.140338105703
0.0822,225.418723099787
0.0823,220.01212896597
0.0824,231.160882243635
0.0825,234.182259391938
0.0826,235.980825869474
0.0827,247.386883837546
0.0828,244.021309319176
0.0829,253.987360205463
0.083,259.805088601612
0.0831,257.852612913628
0.0832,263.816694041061
0.0833,269.496898245816
0.0834,269.839294395364
0.0835,276.950594118626
0.0836,271.968763476802
0.0837,287.871424772465
0.0838,281.374652660567
0.0839,281.10507818125
0.084,300.976736749982
0.0841,297.376066273485
0.0842,303.351603036983
0.0843,302.441705848607
0.0844,301.993507530996
0.0845,294.214221440742
0.0846,314.798876139631
0.0847,311.894675671001
0.0848,313.547409561231
0.0849,317.293826291951
0.085,308.414303462764
0.0851,311.618573238834
0.0852,320.270763303411
0.0853,316.317421501465
0.0854,305.261074855672
0.0855,298.562842926327
0.0856,304.240192897696
0.0857,305.327980604528
0.0858,305.818882103399
0.0859,298.158327697025
0.086,288.44268558557
0.0861,291.78004694511
0.0862,280.460791718143
0.0863,277.514472751426
0.0864,275.012912618152
0.0865,268.09927515481
0.0866,268.88935882085
0.0867,261.799561393548
0.0868,260.999266744434
0.0869,256.324857265494
0.087,252.876958105001
0.0871,248.766499835731
0.0872,253.85915117535
0.0873,247.174916970438
0.0874,240.835679166179
0.0875,229.565266347859
0.0876,225.023531509043
0.0877,219.419013069508
0.0878,238.137474436235
0.0879,225.558825714351
0.088,217.221241466423
0.0881,205.896174906945
0.0882,199.398114091358
0.0883,201.705794529795
0.0884,200.054614814123
0.0885,176.403533073723
0.0886,174.60729601524
0.0887,167.732486375933
0.0888,148.792012829742
0.0889,152.848263264255
0.089,135.755706626931
0.0891,135.890358757609
0.0892,112.217075446016
0.0893,103.44079481234
0.0894,82.3376593793339
0.0895,71.0725090041153
0.0896,54.0619997504386
0.0897,47.2166344141384
0.0898,36.8346472076474
0.0899,12.241748423771
0.09,2.1818769578097
0.0901,-17.7317696356024
0.0902,-29.8149111193834
0.0903,-39.2725053035389
0.0904,-59.3041999182032
0.0905,-79.3810448676857
0.0906,-92.3353164143814
0.0907,-102.244255919824
0.0908,-115.129910507416
0.0909,-130.65853060449
0.091,-136.925680546279
0.0911,-142.30939255463
0.0912,-160.00784515495
0.0913,-169.176796993016
0.0914,-187.861892344723
0.0915,-188.742816904131
0.0916,-199.195557808987
0.0917,-200.898770262312
0.0918,-202.502004270207
0.0919,-203.151030826729
0.092,-206.943864358361
0.0921,-221.281372993183
0.0922,-226.712476616295
0.0923,-225.155193730278
0.0924,-230.701751896905
0.0925,-233.073744199922
0.0926,-236.648923164361
0.0927,-251.524916749663
0.0928,-244.990845814081
0.0929,-251.741889865732
0.093,-258.727146063496
0.0931,-262.104942202981
0.0932,-256.020408669127
0.0933,-270.34799978409
0.0934,-276.428276234783
0.0935,-273.172811159147
0.0936,-268.227728862274
0.0937,-282.191533402052
0.0938,-284.780968874675
0.0939,-294.940493905409
0.094,-285.683164434314
0.0941,-297.064759374466
0.0942,-298.456491154133
0.0943,-309.018339327953
0.0944,-302.826210405549
0.0945,-307.633435464588
0.0946,-317.447486575893
0.0947,-313.129397702111
0.0948,-316.787117114024
0.0949,-314.71955972042
0.095,-316.763809977668
0.0951,-316.215307701991
0.0952,-319.69869166699
0.0953,-314.944557944155
0.0954,-307.834846880608
0.0955,-300.855798238832
0.0956,-312.8990241275
0.0957,-292.370938949025
0.0958,-293.476607624351
0.0959,-296.847162742604
0.096,-295.560276839828
0.0961,-293.742529205796
0.0962,-282.158613177019
0.0963,-285.792331840228
0.0964,-280.591002665612
0.0965,-269.828157716202
0.0966,-268.064463559849
0.0967,-261.815574914989
0.0968,-259.904037292718
0.0969,-260.641450664843
0.097,-257.495124239199
0.0971,-247.30235677522
0.0972,-251.048616432165
0.0973,-238.190095668236
0.0974,-236.586808537399
0.0975,-235.461392526631
0.0976,-233.136417268209
0.0977,-227.414689209098
0.0978,-207.478106590172
0.0979,-221.259134970893
0.098,-223.719306292593
0.0981,-201.191865726396
0.0982,-202.080705754604
0.0983,-202.207155122851
0.0984,-179.142520328457
0.0985,-182.1154992766
0.0986,-175.383264392307
0.0987,-172.043165730966
0.0988,-164.076649198208
0.0989,-157.484105094048
0.099,-139.943598893702
0.0991,-131.594966711739
0.0992,-110.932792882325
0.0993,-102.983025342172
0.0994,-79.2048423740098
0.0995,-66.6439159063367
0.0996,-59.0855624154728
0.0997,-46.6675765801754
0.0998,-24.5646206461587
0.0999,-20.942495393557
0.1,3.36849348270975
0.1001,11.8643922561111
0.1002,28.3238361827271
0.1003,41.894745871555
0.1004,62.7837590829267
0.1005,70.3063603051978
0.1006,82.7319942055196
0.1007,104.15977590604
0.1008,112.054424918002
0.1009,128.13739039003
0.101,136.06955500448
0.1011,149.989738472359
0.1012,145.929751937153
0.1013,170.483267380095
0.1014,186.12208752701
0.1015,190.066698079565
0.1016,196.783677786005
0.1017,197.768940574387
0.1018,206.034926419758
0.1019,211.988624937748
0.102,216.418301040602
0.1021,216.544609170238
0.1022,223.350234753555
0.1023,228.368899948743
0.1024,230.74928074362
0.1025,241.084183557089
0.1026,253.232065097863
0.1027,237.506719625167
0.1028,248.334366928846
0.1029,244.072298989585
0.103,261.438425226739
0.1031,265.686522487359
0.1032,254.114982580653
0.1033,276.017734122223
0.1034,264.82069220948
0.1035,275.380338274914
0.1036,283.776233712366
0.1037,283.055249331475
0.1038,297.800795120974
0.1039,304.012047240247
0.104,294.745832817289
0.1041,288.154369201825
0.1042,299.28203247002
0.1043,300.017448153072
0.1044,303.272657674046
0.1045,303.940690064493
0.1046,312.058425626551
0.1047,323.861246615587
0.1048,310.954887129816
0.1049,313.86322112004
0.105,321.343420788018
0.1051,321.329906522569
0.1052,316.961829030775
0.1053,318.458180768038
0.1054,316.021111256553
0.1055,307.670374744632
0.1056,309.240889632166
0.1057,302.762345610831
0.1058,296.60765483689
0.1059,300.863427549976
0.106,294.391512147353
0.1061,289.313655128063
0.1062,287.781103330922
0.1063,287.257779028673
0.1064,280.246260549329
0.1065,275.219000269936
0.1066,271.64310925308
0.1067,266.555413289484
0.1068,258.555366212746
0.1069,262.570873539278
0.107,261.97041893367
0.1071,248.613701837431
0.1072,257.331457761188
0.1073,243.24215314628
0.1074,239.321566578484
0.1075,232.411996706451
0.1076,229.190863515489
0.1077,224.477901691696
0.1078,226.881022953048
0.1079,228.682083277888
0.108,218.573687873612
0.1081,215.03838870944
0.1082,211.839168631025
0.1083,186.469929797743
0.1084,191.391398277861
0.1085,186.635327952964
0.1086,180.440551441991
0.1087,161.629688546041
0.1088,153.722653959037
0.1089,152.595452281228
0.109,137.246144570916
0.1091,129.09490400518
0.1092,109.368345083588
0.1093,93.2258724206379
0.1094,91.8558016292744
0.1095,80.1633636408163
0.1096,68.0659000796145
0.1097,37.5928099928206
0.1098,23.6411876622969
0.1099,7.84072474293012
0.11,-0.208315371482554
0.1101,-18.2874939086167
0.1102,-23.7546756420222
0.1103,-52.5290909200617
0.1104,-68.6173601029997
0.1105,-73.1703044658405
0.1106,-82.0851482273153
0.1107,-105.408999891133
0.1108,-120.499751218375
0.1109,-127.076111331708
0.111,-146.011234605481
0.1111,-148.555313202274
0.1112,-154.610062387803
0.1113,-167.065254997793
0.1114,-186.400507320856
0.1115,-187.554360486765
0.1116,-193.739356380943
0.1117,-189.899686352872
0.1118,-200.555677256591
